"Performance Index, Trend"
"All Districts, All Schools"
"Notes:"
"The Performance Index is the average performance of students in a subject area (i.e., ELA, Mathematics or Science) on the state summative assessments."
"The Performance Index ranges from 0-100 and is reported for all students and for students in each individual student group."
"Connecticut's ultimate target for a Performance Index is 75."

"",,,,,,"2015-16",,,"2016-17",,,"2017-18",,
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Grade","10","N/A","N/A",73.0,"N/A","N/A",69.7,"N/A","N/A","N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Grade","11",67.2,65.2,"N/A",71.3,68.6,"N/A",66.3,63.9,"N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","High Needs (F/R, EL or SWD)","High Needs",53.8,52.9,53.3,56.7,48.6,52.9,50.2,47.2,"N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","High Needs (F/R, EL or SWD)","Not High Needs",70.8,68.6,77.3,73.7,71.9,74.1,70.6,68.3,"N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals","*","*","*","*","*","*",53.5,53.1,"N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",68.8,66.4,75.2,73.2,70.6,71.1,68.0,65.3,"N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Race/Ethnicity","American Indian or Alaska Native","*","*","N/A","N/A","N/A","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Race/Ethnicity","Asian","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Race/Ethnicity","Black or African American","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Race/Ethnicity","Hispanic or Latino","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Race/Ethnicity","Two or More Races","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Race/Ethnicity","White",68.3,66.8,74.6,72.4,70.7,70.4,67.1,65.0,"N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Special Education Status (SWD)","Students with Disabilities",49.0,49.2,"*","*","*",48.0,45.8,40.3,"N/A"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Special Education Status (SWD)","Students without Disabilities",70.0,67.7,75.8,72.7,70.8,73.1,69.3,67.4,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","All Students","School",77.0,68.9,65.9,78.0,71.6,66.5,77.8,72.8,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","English Language Learners (EL)","English Learners","N/A","N/A","N/A","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","English Language Learners (EL)","Not English Learners",77.0,68.9,65.9,"*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Gender","Female",81.4,71.2,69.7,82.0,73.6,67.6,82.0,74.2,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Gender","Male",72.9,66.9,62.5,74.1,69.8,65.6,73.5,71.3,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Grade","06","N/A","N/A","N/A",79.8,71.9,"N/A",79.2,74.9,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Grade","07",77.8,71.2,"N/A",80.9,72.7,"N/A",77.2,70.8,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Grade","08",76.1,66.8,65.9,73.4,70.3,66.5,77.0,72.6,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","High Needs (F/R, EL or SWD)","High Needs",61.9,56.5,58.7,61.2,53.8,53.8,62.6,56.8,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","High Needs (F/R, EL or SWD)","Not High Needs",80.9,72.2,67.7,82.2,76.2,69.4,81.9,77.1,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",67.4,60.2,"*",63.2,55.7,55.3,64.0,58.1,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",78.2,70.1,65.9,79.9,73.7,68.2,79.4,74.5,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Race/Ethnicity","American Indian or Alaska Native","*","*","*","N/A","N/A","N/A","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Race/Ethnicity","Asian","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Race/Ethnicity","Black or African American","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Race/Ethnicity","Hispanic or Latino","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Race/Ethnicity","Two or More Races","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Race/Ethnicity","White",77.7,70.1,66.4,79.4,72.9,67.5,79.3,74.1,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Special Education Status (SWD)","Students with Disabilities",56.0,51.5,"*",57.4,48.3,"*",58.9,53.1,"N/A"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Special Education Status (SWD)","Students without Disabilities",79.7,71.2,67.5,80.6,74.7,68.0,80.7,75.8,"N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","All Students","School",82.5,76.8,76.0,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","English Language Learners (EL)","English Learners","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","English Language Learners (EL)","Not English Learners","*","*",76.0,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Gender","Female",84.6,77.1,78.2,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Gender","Male",80.2,76.4,73.9,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Grade","03",77.0,72.1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Grade","04",84.0,74.5,"N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Grade","05",80.1,78.8,76.0,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Grade","06",87.0,80.3,"N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","High Needs (F/R, EL or SWD)","High Needs",67.2,62.2,"*","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","High Needs (F/R, EL or SWD)","Not High Needs",87.2,81.3,80.3,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",70.4,63.1,"*","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",83.7,78.1,77.3,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Race/Ethnicity","American Indian or Alaska Native","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Race/Ethnicity","Black or African American","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Race/Ethnicity","Hispanic or Latino","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Race/Ethnicity","Two or More Races","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Race/Ethnicity","White",84.1,78.5,79.6,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Special Education Status (SWD)","Students with Disabilities",65.5,61.2,"*","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Special Education Status (SWD)","Students without Disabilities",85.9,80.0,79.5,"N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","All Students","School",81.2,73.8,73.8,77.4,71.7,68.8,78.0,71.5,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","English Language Learners (EL)","English Learners","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","English Language Learners (EL)","Not English Learners","*","*","*",77.5,72.0,"*",78.0,71.6,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Gender","Female",84.7,75.8,76.8,78.9,70.8,67.7,78.5,69.1,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Gender","Male",77.8,71.8,70.6,75.9,72.7,69.9,77.3,74.3,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Grade","03",77.8,71.9,"N/A",73.3,68.3,"N/A",75.6,69.2,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Grade","04",84.6,76.2,"N/A",78.9,72.6,"N/A",81.1,73.1,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Grade","05",80.0,76.4,73.8,80.0,74.1,68.8,77.4,72.2,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Grade","06",81.9,70.5,"N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","High Needs (F/R, EL or SWD)","High Needs",70.4,64.1,"*",66.4,60.2,63.1,65.6,58.0,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","High Needs (F/R, EL or SWD)","Not High Needs",84.8,77.0,76.4,81.0,75.5,70.3,82.9,76.9,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",68.8,61.6,"*",64.4,58.3,"*",67.3,59.0,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",82.7,75.3,74.5,78.9,73.3,69.7,79.5,73.3,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Race/Ethnicity","American Indian or Alaska Native","N/A","N/A","N/A","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Race/Ethnicity","Asian","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Race/Ethnicity","Black or African American","*","*","*",58.3,53.3,"*","*","*","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Race/Ethnicity","Hispanic or Latino","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Race/Ethnicity","Two or More Races","*","*","*","*","*","*","*","*","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Race/Ethnicity","White",81.9,74.9,74.2,78.9,73.4,69.7,79.3,72.9,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Special Education Status (SWD)","Students with Disabilities",69.6,62.4,"*",64.3,58.8,"*",61.3,53.9,"N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Special Education Status (SWD)","Students without Disabilities",83.4,75.9,75.0,79.6,73.9,69.4,81.4,75.1,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","All Students","School",75.9,67.6,63.0,74.9,72.3,60.9,77.4,72.1,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","English Language Learners (EL)","English Learners",58.3,64.1,"*",58.7,67.6,"*",64.5,62.0,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","English Language Learners (EL)","Not English Learners",76.8,67.8,"*",76.3,72.7,62.4,78.4,72.9,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Gender","Female",77.5,64.7,62.4,77.4,70.4,60.1,79.5,71.4,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Gender","Male",74.5,70.3,63.4,72.5,74.1,61.7,75.4,72.9,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Grade","06",76.2,64.7,"N/A",76.3,72.4,"N/A",78.9,74.2,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Grade","07",75.3,67.9,"N/A",74.6,72.1,"N/A",78.5,73.4,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Grade","08",76.3,70.1,63.0,73.7,72.3,60.9,74.7,68.7,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","High Needs (F/R, EL or SWD)","High Needs",59.4,51.7,52.4,58.6,57.7,46.2,64.7,58.9,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","High Needs (F/R, EL or SWD)","Not High Needs",81.1,72.5,65.9,80.1,77.0,65.0,82.1,77.0,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",61.6,49.7,"*",59.4,55.3,47.4,63.6,57.5,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",78.1,70.3,63.7,77.4,75.0,62.9,80.7,75.6,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Race/Ethnicity","American Indian or Alaska Native","*","*","*","*","*","N/A","*","*","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Race/Ethnicity","Asian",82.4,83.6,"*",78.3,88.2,"*",86.2,86.5,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Race/Ethnicity","Black or African American",62.9,47.5,"*","*","*","*","*","*","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Race/Ethnicity","Hispanic or Latino",67.0,56.3,57.6,63.7,61.7,50.1,67.4,62.8,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","*","*","N/A","*","*","N/A","*","*","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Race/Ethnicity","Two or More Races",86.9,78.8,"*",85.2,81.1,"*",84.1,83.7,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Race/Ethnicity","White",77.3,68.7,64.1,77.5,73.4,63.5,79.9,73.6,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Special Education Status (SWD)","Students with Disabilities",49.5,40.9,47.3,49.4,43.8,"*",53.2,46.0,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Special Education Status (SWD)","Students without Disabilities",79.1,70.7,65.0,77.5,75.2,62.6,80.3,75.2,"N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","All Students","School",78.5,71.4,63.8,76.8,72.9,64.5,76.7,75.9,"N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","English Language Learners (EL)","English Learners","*","*","*",60.8,69.8,"*",65.7,72.4,"N/A"
